experiment_path,seed,model1_loss,model1_hamming,model1_accuracy,model2_loss,model2_hamming,model2_accuracy,y_test_violation,model_1_violation,model_2_violation
5_0.5_2_2,2,0.13273102045059204,0.058400001376867294,0.5479999780654907,0.1354457139968872,0.05666666850447655,0.5733333230018616,0.0,0.276,0.24533333333333332
4_1.0_3_1,1,0.21128103137016296,0.08666666597127914,0.35600000619888306,0.20169401168823242,0.07853333652019501,0.4346666634082794,0.0,0.488,0.428
4_1.0_3_1,2,0.206037238240242,0.082266665995121,0.37066665291786194,0.20072995126247406,0.07653333246707916,0.4333333373069763,0.0,0.4666666666666667,0.4053333333333333
5_1.5_3_1,1,0.2794891595840454,0.12306666374206543,0.2773333191871643,0.32434508204460144,0.12053333222866058,0.36266666650772095,0.0,0.6226666666666667,0.5013333333333333
5_1.5_3_1,2,0.2782612442970276,0.12319999933242798,0.30133333802223206,0.3367781937122345,0.12213333696126938,0.35466668009757996,0.0,0.6053333333333333,0.52
4_1.0_1_2,1,0.1813584268093109,0.07066666334867477,0.5519999861717224,0.1759921759366989,0.05906666815280914,0.6426666378974915,0.0,0.2866666666666667,0.17333333333333334
4_1.0_1_2,2,0.17668931186199188,0.06653333455324173,0.590666651725769,0.17399780452251434,0.057733334600925446,0.6600000262260437,0.0,0.24,0.15733333333333333
5_1.5_1_2,1,0.25324079394340515,0.10693333297967911,0.3426666557788849,0.2592366635799408,0.09013333171606064,0.5266666412353516,0.0,0.5466666666666666,0.31866666666666665
5_1.5_1_2,2,0.24562610685825348,0.10253333300352097,0.3773333430290222,0.23740214109420776,0.08399999886751175,0.5680000185966492,0.0,0.5186666666666667,0.30266666666666664
2_0.5_2_1,1,0.06658663600683212,0.024800000712275505,0.7826666831970215,0.055031709372997284,0.020933333784341812,0.8266666531562805,0.0,0.1,0.05333333333333334
2_0.5_2_1,2,0.06864389777183533,0.026399999856948853,0.7773333191871643,0.058367110788822174,0.02280000038444996,0.8106666803359985,0.0,0.12,0.050666666666666665
4_1.5_3_1,1,0.28537389636039734,0.12319999933242798,0.30266666412353516,0.37217476963996887,0.12533333897590637,0.36399999260902405,0.0,0.6213333333333333,0.5213333333333333
4_1.5_3_1,2,0.2887548506259918,0.12706667184829712,0.29733332991600037,0.37382838129997253,0.12559999525547028,0.35600000619888306,0.0,0.6093333333333333,0.5493333333333333
5_1.0_3_1,1,0.2170606255531311,0.09160000085830688,0.36000001430511475,0.212884783744812,0.08866667002439499,0.42266666889190674,0.0,0.4826666666666667,0.41733333333333333
5_1.0_3_1,2,0.21669551730155945,0.08919999748468399,0.36933332681655884,0.21356162428855896,0.08506666868925095,0.41333332657814026,0.0,0.4826666666666667,0.4266666666666667
4_1.5_1_2,1,0.21757212281227112,0.09080000221729279,0.46799999475479126,0.23944248259067535,0.07906666398048401,0.5879999995231628,0.0,0.37066666666666664,0.22533333333333333
4_1.5_1_2,2,0.21147781610488892,0.0868000015616417,0.47333332896232605,0.2203940749168396,0.07306666672229767,0.6159999966621399,0.0,0.3426666666666667,0.21066666666666667
5_1.0_1_2,1,0.2068597972393036,0.0833333358168602,0.4533333480358124,0.2140245884656906,0.07133333384990692,0.5866666436195374,0.0,0.43466666666666665,0.2773333333333333
5_1.0_1_2,2,0.1985999345779419,0.0812000036239624,0.46399998664855957,0.20698904991149902,0.06800000369548798,0.5920000076293945,0.0,0.4013333333333333,0.2773333333333333
3_0.5_2_1,1,0.08531918376684189,0.035599999129772186,0.6893333196640015,0.0816483125090599,0.03266666829586029,0.7146666646003723,0.0,0.20666666666666667,0.152
3_0.5_2_1,2,0.08830932527780533,0.03840000182390213,0.6693333387374878,0.09120935201644897,0.03319999948143959,0.7200000286102295,0.0,0.19066666666666668,0.152
2_1.0_1_1,1,0.10778380185365677,0.04493333399295807,0.6986666917800903,0.11488637328147888,0.03293333202600479,0.7973333597183228,0.0,0.15333333333333332,0.07733333333333334
2_1.0_1_1,2,0.1068020910024643,0.04413333162665367,0.6959999799728394,0.12296529114246368,0.035866666585206985,0.7799999713897705,0.0,0.17333333333333334,0.08666666666666667
3_1.5_1_1,1,0.16901502013206482,0.07000000029802322,0.5893333554267883,0.18673337996006012,0.057466667145490646,0.7053333520889282,0.0,0.25066666666666665,0.14
3_1.5_1_1,2,0.1677812933921814,0.07173333317041397,0.5786666870117188,0.17128422856330872,0.05119999870657921,0.7213333249092102,0.0,0.248,0.14133333333333334
2_1.0_3_2,1,0.13705377280712128,0.052133332937955856,0.628000020980835,0.1336318999528885,0.04013333469629288,0.7639999985694885,0.0,0.24133333333333334,0.11066666666666666
2_1.0_3_2,2,0.1366097778081894,0.05093333497643471,0.6359999775886536,0.13329118490219116,0.03959999978542328,0.7599999904632568,0.0,0.22533333333333333,0.11866666666666667
3_1.5_3_2,1,0.3104933500289917,0.1459999978542328,0.19333332777023315,0.4276800751686096,0.14986667037010193,0.29733332991600037,0.0,0.7053333333333334,0.54
3_1.5_3_2,2,0.3077133595943451,0.14346666634082794,0.20666666328907013,0.4153897166252136,0.14880000054836273,0.31200000643730164,0.0,0.7013333333333334,0.5306666666666666
4_0.5_2_2,1,0.11543520539999008,0.04600000008940697,0.6413333415985107,0.11092448234558105,0.04573333263397217,0.637333333492279,0.0,0.22933333333333333,0.19066666666666668
4_0.5_2_2,2,0.11769723147153854,0.047466665506362915,0.625333309173584,0.11261319369077682,0.046533335000276566,0.6439999938011169,0.0,0.24933333333333332,0.21466666666666667
